,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,cash,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_mavg,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,price,price_change,returns,sharpe,short_exposure,short_mavg,short_value,shorts_count,signal,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2019-12-20 23:59:00+00:00,0.06770111710834924,-0.02415491497938127,,0.05124483243474498,1.0431547887694481e-17,,0.0,975.8450850206186,975.8450850206186,0.0,0.0,-0.02515491497938127,0.0,-0.34699258931024285,0.0,7231.522999999998,0.0,0,-0.02873323006377466,1.0000412918823296,0.0,[],2019-12-20 23:59:00+00:00,2019-12,2019-12-20 00:00:00+00:00,0.0,975.8450850206186,[],7187.83,-0.011061840365536113,0.0,-1.7860937251948645,0,7026.3,0,0,,-1.8669795182194777,975.8450850206186,0.0,0.0,50,[],0.001
2019-12-21 23:59:00+00:00,0.06702917377512672,-0.02415491497938127,,0.052296077267179664,1.0429461369444248e-17,,0.0,975.8450850206186,975.8450850206186,0.0,0.0,-0.02515491497938127,0.0,-0.3482428055824448,0.0,7218.615999999997,0.0,0,-0.02873323006377466,1.0000412918823296,0.0,[],2019-12-21 23:59:00+00:00,2019-12,2019-12-21 00:00:00+00:00,0.0,975.8450850206186,[],7132.75,-0.018640026526403328,0.0,-1.7686261487317527,0,7074.505999999999,0,0,,-1.8485851827527908,975.8450850206186,0.0,0.0,51,[],0.001
2019-12-22 23:59:00+00:00,0.06637685105816828,-0.02415491497938127,,0.05334837334444664,1.0427456282168304e-17,,0.0,975.8450850206186,975.8450850206186,0.0,0.0,-0.02515491497938127,0.0,-0.34950157052920694,0.0,7228.973999999999,0.0,0,-0.02873323006377466,1.0000412918823296,0.0,[],2019-12-22 23:59:00+00:00,2019-12,2019-12-22 00:00:00+00:00,0.0,975.8450850206186,[],7501.4400000000005,0.032086216314013184,0.0,-1.7516611376529347,0,7250.030000000001,0,0,,-1.8307240374767637,975.8450850206186,0.0,0.0,52,[],0.001
2019-12-23 23:59:00+00:00,0.06574321220501086,-0.02415491497938127,,0.05440172171779101,1.0425527949968336e-17,,0.0,975.8450850206186,975.8450850206186,0.0,0.0,-0.02515491497938127,0.0,-0.35076806363171364,0.0,7230.192999999999,0.0,0,-0.02873323006377466,1.0000412918823296,0.0,"[{'id': '2ed31f8914e94f6983f574e495c28d52', 'dt': Timestamp('2019-12-23 23:59:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-23 23:59:00+0000', tz='UTC'), 'amount': 0.13336518821288498, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'status': 0}]",2019-12-23 23:59:00+00:00,2019-12,2019-12-23 00:00:00+00:00,0.0,975.8450850206186,[],7317.09,0.006722406968409044,0.0,-1.7351750505656012,0,7257.8820000000005,0,0,buy,-1.8133708113571545,975.8450850206186,0.0,0.0,53,[],0.001
2019-12-24 23:59:00+00:00,0.06520403282634987,-0.026091216909871595,,0.05545612343950879,1.0423672048226889e-17,,-969.6034336098949,6.241651410723762,6.241651410723762,967.6671316794045,967.6671316794045,-0.027091216909871596,0.9935911334622946,-0.36057358924310084,967.6671316794045,7233.265499999999,967.6671316794045,1,-0.030660447560196244,1.0000412918823296,0.9935911334622946,"[{'id': '2ed31f8914e94f6983f574e495c28d52', 'dt': Timestamp('2019-12-24 23:59:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-23 23:59:00+0000', tz='UTC'), 'amount': 0.13336518821288498, 'filled': 0.13336518821288498, 'commission': 0.9686347988110838, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'status': 1}]",2019-12-24 23:59:00+00:00,2019-12,2019-12-24 00:00:00+00:00,-1.9363019304903446,973.9087830901283,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7255.77}]",7255.77,-0.0017143100864997441,-0.001984230858168879,-1.8591366535981737,0,7278.976000000001,0,0,,-1.9404942502754992,975.8450850206186,0.0,0.0,54,"[{'amount': 0.13336518821288498, 'dt': Timestamp('2019-12-24 23:59:00+0000', tz='UTC'), 'price': 7263.025769999999, 'order_id': '2ed31f8914e94f6983f574e495c28d52', 'commission': 0.9686347988110838, 'fee_currency': None, 'is_quote_live': False, 'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00}]",0.001
2019-12-25 23:59:00+00:00,0.06608877167087049,-0.03291151263507852,,0.05651157956294828,1.0421884571226999e-17,,0.0,6.241651410723762,6.241651410723762,960.8468359541976,960.8468359541976,-0.03391151263507852,0.9935459355661127,-0.3842297320121919,960.8468359541976,7224.046999999999,960.8468359541976,1,-0.03744874490443259,1.0000412918823296,0.9935459355661127,[],2019-12-25 23:59:00+00:00,2019-12,2019-12-25 00:00:00+00:00,-6.820295725206961,967.0884873649213,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7204.63}]",7204.63,-0.00875041103542408,-0.007003012852565877,-2.2864047381849057,0,7282.336,0,0,,-2.3725572647392807,6.241651410723762,967.6671316794045,967.6671316794045,55,[],0.001
2019-12-26 23:59:00+00:00,0.06548713748076225,-0.0332622630800784,,0.05756809114251116,1.0420161803288752e-17,,0.0,6.241651410723762,6.241651410723762,960.4960855091977,960.4960855091977,-0.0342622630800784,0.9935435939114056,-0.3867340396310043,960.4960855091977,7207.7735,960.4960855091977,1,-0.03779784975416552,1.0000412918823296,0.9935435939114056,[],2019-12-26 23:59:00+00:00,2019-12,2019-12-26 00:00:00+00:00,-0.35075044499990327,966.7377369199214,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7202.0}]",7202.0,-0.009112259793649963,-0.00036268702355832206,-2.2911286451113573,0,7296.186,0,0,,-2.3769596028931606,6.241651410723762,960.8468359541976,960.8468359541976,56,[],0.001
2019-12-27 23:59:00+00:00,0.06697675075300862,-0.02622858305373088,,0.05862565923365359,1.0418500292985073e-17,,0.0,6.241651410723762,6.241651410723762,967.5297655355452,967.5297655355452,-0.02722858305373088,0.9935902293884354,-0.3454035611524927,967.5297655355452,7196.1,967.5297655355452,1,-0.03779784975416552,1.0000412918823296,0.9935902293884354,[],2019-12-27 23:59:00+00:00,2019-12,2019-12-27 00:00:00+00:00,7.033680026347497,973.7714169462689,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7254.74}]",7254.74,-0.001856022718048368,0.0072756858015672185,-1.7206119175005548,0,7246.846,0,0,,-1.841902910161155,6.241651410723762,960.4960855091977,960.4960855091977,57,[],0.001
2019-12-28 23:59:00+00:00,0.06891119218105575,-0.018039960497459595,,0.05968428489288713,1.0416896830060148e-17,,0.0,6.241651410723762,6.241651410723762,975.7183880918163,975.7183880918163,-0.019039960497459596,0.9936436808427705,-0.3004920332560352,975.7183880918163,7186.401500000002,975.7183880918163,1,-0.03779784975416552,1.0000412918823296,0.9936436808427705,[],2019-12-28 23:59:00+00:00,2019-12,2019-12-28 00:00:00+00:00,8.188622556271184,981.9600395025401,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7316.14}]",7316.14,0.006591701143194403,0.008409183524764538,-1.1132825719721329,0,7246.656,0,0,,-1.2368911307948482,6.241651410723762,967.5297655355452,967.5297655355452,58,[],0.001
2019-12-29 23:59:00+00:00,0.07143037122497577,-0.008424330427310722,,0.0607439691777798,1.0415348424725685e-17,,0.0,6.241651410723762,6.241651410723762,985.3340181619653,985.3340181619653,-0.009424330427310723,0.9937053201260843,-0.2518627109690652,985.3340181619653,7188.8815,985.3340181619653,1,-0.03779784975416552,1.0000412918823296,0.9937053201260843,[],2019-12-29 23:59:00+00:00,2019-12,2019-12-29 00:00:00+00:00,9.615630070148995,991.5756695726891,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7388.24}]",7388.24,0.016511585351591695,0.009792282458887292,-0.4702854798322603,0,7273.15,0,0,,-0.5462516827380977,6.241651410723762,975.7183880918163,975.7183880918163,59,[],0.001
2019-12-30 23:59:00+00:00,0.08081865774971574,-0.027394194798711413,,0.06180471314695746,1.0413852289053997e-17,,0.0,6.241651410723762,6.241651410723762,966.3641537905646,966.3641537905646,-0.028394194798711414,0.9935825476494745,-0.28479776204651547,966.3641537905646,7189.975,966.3641537905646,1,-0.03779784975416552,1.0000412918823296,0.9935825476494745,[],2019-12-30 23:59:00+00:00,2019-12,2019-12-30 00:00:00+00:00,-18.969864371400718,972.6058052012884,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7246.0}]",7246.0,-0.0030585163100232756,-0.01913103049369456,-1.4029324398995553,0,7281.424000000001,0,0,,-1.5639428668992896,6.241651410723762,985.3340181619653,985.3340181619653,60,[],0.001
2019-12-31 23:59:00+00:00,0.08122786373945619,-0.03416514540427951,,0.06286651786010422,1.0412405820224318e-17,,0.0,6.241651410723762,6.241651410723762,959.5932031849965,959.5932031849965,-0.03516514540427951,0.9935375583299524,-0.3042252912099192,959.5932031849965,7189.236500000001,959.5932031849965,1,-0.03869649607838282,1.0000412918823296,0.9935375583299524,[],2019-12-31 23:59:00+00:00,2019-12,2019-12-31 00:00:00+00:00,-6.770950605568146,965.8348545957202,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7195.2300000000005}]",7195.2300000000005,-0.010043710779653367,-0.006961659666597245,-1.7270430840195363,0,7280.0700000000015,0,0,,-1.914340408054878,6.241651410723762,966.3641537905646,966.3641537905646,61,[],0.001
2020-01-01 23:59:00+00:00,0.08060410351424421,-0.03341563304652295,,0.06392938437796425,1.0411006585410471e-17,,0.0,6.241651410723762,6.241651410723762,960.3427155427529,960.3427155427529,-0.03441563304652295,0.9935425694599257,-0.302346186896308,960.3427155427529,7189.375000000002,960.3427155427529,1,-0.03869649607838282,1.0000412918823296,0.9935425694599257,[],2020-01-01 23:59:00+00:00,2020-01,2020-01-01 00:00:00+00:00,0.74951235775643,966.5843669534767,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7200.85}]",7200.85,-0.009270482634699246,0.0007760253776202365,-1.6732052248986982,0,7269.292000000001,0,0,,-1.8554457225720498,6.241651410723762,959.5932031849965,959.5932031849965,62,[],0.001
2020-01-02 23:59:00+00:00,0.10229771098073615,-0.06477512340290081,,0.06499331376234219,1.0409652308125338e-17,,0.0,6.241651410723762,6.241651410723762,928.9832251863751,928.9832251863751,-0.06577512340290081,0.9933260421456767,-0.31682538037724345,928.9832251863751,7174.736500000002,928.9832251863751,1,-0.06916286304062619,1.0000412918823296,0.9933260421456767,[],2020-01-02 23:59:00+00:00,2020-01,2020-01-02 00:00:00+00:00,-31.35949035637782,935.2248765970988,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 6965.71}]",6965.71,-0.041622238151517,-0.032443614265372456,-2.5660487646631354,0,7199.206000000001,0,0,,-2.7060624757817395,6.241651410723762,960.3427155427529,960.3427155427529,63,[],0.001
2020-01-03 23:59:00+00:00,0.14920870200002997,-0.014196375773164127,,0.0660583070761045,1.0408340855860843e-17,,0.0,6.241651410723762,6.241651410723762,979.5619728161117,979.5619728161117,-0.015196375773164128,0.9936684637210387,-0.12558049887023703,979.5619728161117,7188.782000000001,979.5619728161117,1,-0.06916286304062619,1.0000412918823296,0.9936684637210387,[],2020-01-03 23:59:00+00:00,2020-01,2020-01-03 00:00:00+00:00,50.578747629736654,985.8036242268355,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7344.96}]",7344.96,0.010556903124969843,0.05408191002550322,-0.3046190789153856,0,7190.550000000001,0,0,,-0.4722565204326894,6.241651410723762,928.9832251863751,928.9832251863751,64,[],0.001
2020-01-04 23:59:00+00:00,0.14806475481628265,-0.012976084301016266,,0.06712436538318056,1.0407070228882311e-17,,0.0,6.241651410723762,6.241651410723762,980.7822642882596,980.7822642882596,-0.013976084301016267,0.9936762916161929,-0.12421145619290498,980.7822642882596,7200.558,980.7822642882596,1,-0.06916286304062619,1.0000412918823296,0.9936762916161929,[],2020-01-04 23:59:00+00:00,2020-01,2020-01-04 00:00:00+00:00,1.220291472147892,987.0239156989834,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7354.110000000001}]",7354.110000000001,0.011815806599405922,0.0012378646640754287,-0.2698376977556979,0,7212.172000000001,0,0,,-0.418357651060259,6.241651410723762,979.5619728161117,979.5619728161117,65,[],0.001
2020-01-05 23:59:00+00:00,0.14692939761806795,-0.012357269827708461,,0.0681914897485636,1.0405838550053347e-17,,0.0,6.241651410723762,6.241651410723762,981.4010787615674,981.4010787615674,-0.013357269827708462,0.9936802537799929,-0.12388541396434236,981.4010787615674,7223.9095,981.4010787615674,1,-0.06916286304062619,1.0000412918823296,0.9936802537799929,[],2020-01-05 23:59:00+00:00,2020-01,2020-01-05 00:00:00+00:00,0.6188144733077934,987.6427301722912,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7358.75}]",7358.75,0.01245420136677011,0.000626949827116971,-0.25151051719305023,0,7244.876000000001,0,0,,-0.3899182288295597,6.241651410723762,980.7822642882596,980.7822642882596,66,[],0.001
2020-01-06 23:59:00+00:00,0.17959046546602941,0.040888781566285726,,0.06925968123831194,1.0404644055582322e-17,,0.0,6.241651410723762,6.241651410723762,1034.6471301555616,1034.6471301555616,0.039888781566285725,0.994003536668604,-0.0300354115265707,1034.6471301555616,7280.618500000001,1034.6471301555616,1,-0.06916286304062619,1.0000412918823296,0.994003536668604,[],2020-01-06 23:59:00+00:00,2020-01,2020-01-06 00:00:00+00:00,53.24605139399421,1040.8887815662854,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7758.0}]",7758.0,0.06738504422672363,0.053912259734555636,0.9263951556721233,0,7356.306000000001,0,0,,1.7686979634384141,6.241651410723762,981.4010787615674,981.4010787615674,67,[],0.001
2020-01-07 23:59:00+00:00,0.2016304716121031,0.09253845165737196,,0.07032894091955022,1.0403485086594536e-17,,0.0,6.241651410723762,6.241651410723762,1086.2968002466478,1086.2968002466478,0.09153845165737196,0.9942870190049099,0.029934446734769613,1086.2968002466478,7323.991,1086.2968002466478,1,-0.06916286304062619,1.0000412918823296,0.9942870190049099,[],2020-01-07 23:59:00+00:00,2020-01,2020-01-07 00:00:00+00:00,51.649670091086136,1092.5384516573715,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8145.28}]",8145.28,0.12066899368897231,0.049620738551304104,1.7250057026332717,0,7592.220000000001,0,0,,3.725099524356919,6.241651410723762,1034.6471301555616,1034.6471301555616,68,[],0.001
2020-01-08 23:59:00+00:00,0.2015138008488629,0.08062894034996138,,0.07139926986046974,1.040236008144536e-17,,0.0,6.241651410723762,6.241651410723762,1074.3872889392371,1074.3872889392371,0.07962894034996137,0.9942240567713257,0.015930759805998746,1074.3872889392371,7369.275000000003,1074.3872889392371,1,-0.06916286304062619,1.0000412918823296,0.9942240567713257,[],2020-01-08 23:59:00+00:00,2020-01,2020-01-08 00:00:00+00:00,-11.90951130741064,1080.6289403499609,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8055.9800000000005}]",8055.9800000000005,0.1083826461187937,-0.010900770850988367,1.5034276694243156,0,7734.424000000002,0,0,,3.188953898677292,6.241651410723762,1086.2968002466478,1086.2968002466478,69,[],0.001
2020-01-09 23:59:00+00:00,0.20830418075890073,0.04885868521388792,,0.07247066913033007,1.0401267568699456e-17,,0.0,6.241651410723762,6.241651410723762,1042.6170338031636,1042.6170338031636,0.04785868521388792,0.9940491016581028,-0.017904660004127177,1042.6170338031636,7400.771500000004,1042.6170338031636,1,-0.06916286304062619,1.0000412918823296,0.9940491016581028,[],2020-01-09 23:59:00+00:00,2020-01,2020-01-09 00:00:00+00:00,-31.7702551360735,1048.8586852138874,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 7817.76}]",7817.76,0.07560712855812209,-0.02939978187682511,0.9255416197874218,0,7827.154000000002,0,0,,1.7593496807700915,6.241651410723762,1074.3872889392371,1074.3872889392371,70,[],0.001
2020-01-10 23:59:00+00:00,0.2253108984386623,0.09943876649550698,,0.07354313979946037,1.0400206160709682e-17,,0.0,6.241651410723762,6.241651410723762,1093.1971150847826,1093.1971150847826,0.09843876649550698,0.9943228749058766,0.030542052155233385,1093.1971150847826,7453.985000000002,1093.1971150847826,1,-0.06916286304062619,1.0000412918823296,0.9943228749058766,[],2020-01-10 23:59:00+00:00,2020-01,2020-01-10 00:00:00+00:00,50.58008128161896,1099.4387664955063,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8197.02}]",8197.02,0.12778764568540069,0.048223923770345165,1.6032945993095717,0,7994.808000000002,0,0,,3.3199680975294408,6.241651410723762,1042.6170338031636,1042.6170338031636,71,[],0.001
